Provider,PotentialFraud,ClaimCount,UniqueBeneficiaries,ReimbursementTotal,ReimbursementMean,ReimbursementMedian,ReimbursementStd,ReimbursementMax,DeductibleTotal,DeductibleMean,DeductibleMax,InpatientClaimCount,InpatientClaimRatio,ClaimDurationMean,HospitalStayMean,HospitalStayMax,DiagnosisCountMean,ProcedureCountMean,PhysicianCountMean,BeneficiaryAgeMean,BeneficiaryAgeStd,ChronicConditionMean,AnnualReimbursementMean,AnnualDeductibleMean,UniqueAttendingPhysicians,UniquePrimaryDiagnoses,UniquePrimaryProcedures,ClaimsPerBeneficiary,ReimbursementPerBeneficiary,ReimbursementPerClaim,DeductibleToReimbursementRatio,PhysicianDiversityRatio,DiagnosisDiversityRatio,ProcedureDiversityRatio,FraudLabel
PRV51027,No,53,44,29840,563.0188679245283,60.0,1044.0446219937528,3300,0.0,0.0,0.0,0,0.0,3.1320754716981134,0.0,0.0,2.4716981132075473,0.0,1.528301886792453,73.54716981132076,13.45872041828393,4.830188679245283,9795.66037735849,1652.4528301886792,10,47,0,1.2045454545454546,678.1818181818181,563.0188679245283,0.0,0.18867924528301888,0.8867924528301887,0.0,0
PRV51029,No,93,79,30660,329.6774193548387,80.0,618.3119580109661,3300,160.0,1.7204301075268817,90.0,0,0.0,1.6989247311827957,0.0,0.0,2.838709677419355,0.0,1.5268817204301075,71.36559139784946,12.408609341410958,3.913978494623656,5510.0,902.1505376344086,38,91,0,1.1772151898734178,388.1012658227848,329.6774193548387,0.005218525766470972,0.40860215053763443,0.978494623655914,0.0,0
PRV51030,No,171,145,739760,4326.081871345029,1600.0,6972.110860570215,57000,86748.0,507.29824561403507,1068.0,82,0.47953216374269003,4.1988304093567255,2.695906432748538,24.0,5.152046783625731,0.3333333333333333,1.5497076023391814,72.3391812865497,13.690771362572523,4.7894736842105265,9952.51461988304,1675.076023391813,46,153,39,1.1793103448275861,5101.793103448276,4326.081871345029,0.11726505893803396,0.26900584795321636,0.8947368421052632,0.22807017543859648,0
PRV51031,No,185,157,359720,1944.4324324324325,80.0,6540.990221125198,68000,30244.0,163.48108108108107,1068.0,28,0.15135135135135136,3.0,0.9891891891891892,19.0,3.362162162162162,0.13513513513513514,1.5567567567567568,73.14594594594594,14.824161289322403,4.956756756756757,8010.648648648648,1323.1459459459459,60,158,18,1.178343949044586,2291.2101910828023,1944.4324324324325,0.08407650394751473,0.32432432432432434,0.8540540540540541,0.0972972972972973,0
PRV51032,No,23,21,5420,235.65217391304347,80.0,596.2063865273236,2900,50.0,2.1739130434782608,40.0,0,0.0,1.9130434782608696,0.0,0.0,2.347826086956522,0.0,1.608695652173913,69.78260869565217,13.232042794736538,4.434782608695652,9588.695652173914,1523.5652173913043,10,22,0,1.0952380952380953,258.0952380952381,235.65217391304347,0.00922509225092251,0.43478260869565216,0.9565217391304348,0.0,0
PRV51035,No,30,25,32560,1085.3333333333333,60.0,5274.670594933628,29000,1428.0,47.6,1068.0,1,0.03333333333333333,3.2666666666666666,0.5,15.0,2.4,0.03333333333333333,1.6333333333333333,74.5,15.644212326299611,4.933333333333334,4937.333333333333,795.3333333333334,18,24,1,1.2,1302.4,1085.3333333333333,0.04385749385749386,0.6,0.8,0.03333333333333333,0
PRV51036,No,278,131,74880,269.3525179856115,70.0,579.1512632739048,4400,1410.0,5.071942446043166,100.0,0,0.0,2.050359712230216,0.0,0.0,2.615107913669065,0.0,1.6115107913669064,73.17625899280576,12.188407125822902,4.399280575539568,7724.892086330935,1097.179856115108,5,241,0,2.122137404580153,571.6030534351145,269.3525179856115,0.018830128205128204,0.017985611510791366,0.8669064748201439,0.0,0
PRV51037,Yes,454,206,342230,753.8105726872246,90.0,2427.0461464814935,23000,25524.0,56.220264317180614,1068.0,23,0.05066079295154185,2.5330396475770924,0.28193832599118945,18.0,2.986784140969163,0.028634361233480177,1.5330396475770924,72.36563876651982,14.39258025401,4.656387665198238,6143.942731277533,1218.4581497797358,3,367,9,2.203883495145631,1661.3106796116506,753.8105726872246,0.07458142185080209,0.006607929515418502,0.8083700440528634,0.019823788546255508,1
PRV51038,No,141,107,265490,1882.9078014184397,100.0,3612.439725450118,17000,31192.0,221.21985815602838,1068.0,30,0.2127659574468085,2.780141843971631,1.070921985815603,25.0,3.3191489361702127,0.10638297872340426,1.5319148936170213,72.0,13.292317867313969,4.843971631205674,7152.41134751773,1251.659574468085,44,123,11,1.3177570093457944,2481.214953271028,1882.9078014184397,0.11748841764284908,0.3120567375886525,0.8723404255319149,0.07801418439716312,0
PRV51040,No,86,69,74470,865.9302325581396,70.0,3171.5249172846793,21000,8784.0,102.13953488372093,1068.0,9,0.10465116279069768,2.6627906976744184,1.2093023255813953,34.0,3.453488372093023,0.08139534883720931,1.5348837209302326,71.65116279069767,13.817948636261605,4.372093023255814,10352.558139534884,1176.6046511627908,15,78,6,1.2463768115942029,1079.2753623188405,865.9302325581396,0.11795353833758561,0.1744186046511628,0.9069767441860465,0.06976744186046512,0
PRV51041,No,34,31,7410,217.94117647058823,60.0,562.4232171797465,3200,270.0,7.9411764705882355,100.0,0,0.0,3.3529411764705883,0.0,0.0,2.5294117647058822,0.0,1.5,70.82352941176471,12.295529091935158,4.088235294117647,3661.176470588235,865.1176470588235,9,33,0,1.096774193548387,239.03225806451613,217.94117647058823,0.03643724696356275,0.2647058823529412,0.9705882352941176,0.0,0
PRV51042,No,142,128,48050,338.38028169014086,90.0,625.791569456442,3300,310.0,2.183098591549296,100.0,0,0.0,2.232394366197183,0.0,0.0,2.4859154929577465,0.0,1.6338028169014085,73.14788732394366,12.81673727475885,4.070422535211268,7181.901408450704,1172.8169014084508,52,128,0,1.109375,375.390625,338.38028169014086,0.0064516129032258064,0.36619718309859156,0.9014084507042254,0.0,0
PRV51043,No,23,20,4480,194.7826086956522,60.0,297.6402582315741,1100,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.9130434782608696,0.0,1.5217391304347827,74.56521739130434,14.13193059884575,4.260869565217392,4742.173913043478,921.9130434782609,6,23,0,1.15,224.0,194.7826086956522,0.0,0.2608695652173913,1.0,0.0,0
PRV51044,No,59,39,21330,361.52542372881356,100.0,633.149798583193,3300,130.0,2.2033898305084745,100.0,0,0.0,3.152542372881356,0.0,0.0,2.389830508474576,0.0,1.6610169491525424,69.55932203389831,11.832554722314834,4.508474576271187,6392.203389830508,1335.2542372881355,1,55,0,1.5128205128205128,546.9230769230769,361.52542372881356,0.006094702297233943,0.01694915254237288,0.9322033898305084,0.0,0
PRV51045,No,31,29,8390,270.64516129032256,80.0,602.7212483609703,3300,40.0,1.2903225806451613,40.0,0,0.0,3.2580645161290325,0.0,0.0,2.6451612903225805,0.0,1.6774193548387097,71.96774193548387,9.495556402752262,4.483870967741935,5811.290322580645,1064.8387096774193,16,30,0,1.0689655172413792,289.3103448275862,270.64516129032256,0.004767580452920143,0.5161290322580645,0.967741935483871,0.0,0
PRV51046,No,38,26,109370,2878.157894736842,200.0,7053.672555125875,38000,8644.0,227.47368421052633,1068.0,8,0.21052631578947367,2.6315789473684212,1.1578947368421053,10.0,3.473684210526316,0.13157894736842105,1.763157894736842,72.63157894736842,15.801849109435976,5.105263157894737,8042.368421052632,1235.2631578947369,6,34,5,1.4615384615384615,4206.538461538462,2878.157894736842,0.07903447014720673,0.15789473684210525,0.8947368421052632,0.13157894736842105,0
PRV51047,No,11,11,2530,230.0,100.0,371.806401235912,1300,0.0,0.0,0.0,0,0.0,4.090909090909091,0.0,0.0,2.0,0.0,1.6363636363636365,71.0,12.60952021291849,3.909090909090909,5769.090909090909,1353.8181818181818,10,11,0,1.0,230.0,230.0,0.0,0.9090909090909091,1.0,0.0,0
PRV51048,No,38,33,27700,728.9473684210526,100.0,1574.7102512949575,7000,4352.0,114.52631578947368,1068.0,4,0.10526315789473684,1.605263157894737,0.6052631578947368,11.0,2.9473684210526314,0.07894736842105263,1.5263157894736843,70.78947368421052,14.401872803772624,4.921052631578948,6368.1578947368425,1010.4736842105264,15,35,3,1.1515151515151516,839.3939393939394,728.9473684210526,0.1571119133574007,0.39473684210526316,0.9210526315789473,0.07894736842105263,0
PRV51049,No,71,65,21720,305.9154929577465,70.0,644.0465321804644,3300,190.0,2.676056338028169,100.0,0,0.0,2.788732394366197,0.0,0.0,2.5774647887323945,0.0,1.5211267605633803,71.22535211267606,11.332881594342558,4.661971830985915,5594.647887323944,1575.0704225352113,35,65,0,1.0923076923076922,334.15384615384613,305.9154929577465,0.008747697974217311,0.49295774647887325,0.9154929577464789,0.0,0
PRV51052,Yes,46,37,30800,669.5652173913044,70.0,1588.2386561803323,9000,2346.0,51.0,1068.0,2,0.043478260869565216,3.282608695652174,0.43478260869565216,15.0,3.282608695652174,0.021739130434782608,1.4565217391304348,72.0,13.401492454200763,4.1521739130434785,5067.173913043478,917.2608695652174,17,44,1,1.2432432432432432,832.4324324324324,669.5652173913044,0.07616883116883116,0.3695652173913043,0.9565217391304348,0.021739130434782608,1
PRV51053,No,1,1,8000,8000.0,8000.0,0.0,8000,1068.0,1068.0,1068.0,1,1.0,6.0,6.0,6.0,9.0,1.0,3.0,69.0,0.0,4.0,8090.0,1068.0,1,1,1,1.0,8000.0,8000.0,0.1335,1.0,1.0,1.0,0
PRV51054,No,57,40,15130,265.43859649122805,90.0,417.09056131834507,1900,140.0,2.456140350877193,100.0,0,0.0,3.3508771929824563,0.0,0.0,2.491228070175439,0.0,1.5087719298245614,70.84210526315789,10.746742818315116,3.456140350877193,4950.701754385965,1081.8947368421052,3,54,0,1.425,378.25,265.43859649122805,0.009253139458030404,0.05263157894736842,0.9473684210526315,0.0,0
PRV51055,No,22,22,21640,983.6363636363636,75.0,3395.7838641391845,16000,2206.0,100.27272727272727,1068.0,2,0.09090909090909091,1.5909090909090908,0.5909090909090909,7.0,3.6363636363636362,0.09090909090909091,1.5909090909090908,69.31818181818181,17.618676139760016,4.681818181818182,6506.363636363636,939.1818181818181,6,22,2,1.0,983.6363636363636,983.6363636363636,0.10194085027726432,0.2727272727272727,1.0,0.09090909090909091,0
PRV51056,No,22,21,14700,668.1818181818181,95.0,1288.2385033674632,5000,2146.0,97.54545454545455,1068.0,2,0.09090909090909091,1.7272727272727273,0.36363636363636365,6.0,2.8181818181818183,0.09090909090909091,1.8636363636363635,77.36363636363636,12.450073453772433,5.545454545454546,10270.0,1980.8181818181818,5,22,1,1.0476190476190477,700.0,668.1818181818181,0.14598639455782314,0.22727272727272727,1.0,0.045454545454545456,0
PRV51057,No,5,4,6830,1366.0,1200.0,1273.8838251583227,3300,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,78.6,6.542170893518448,3.2,15138.0,1301.2,1,5,0,1.25,1707.5,1366.0,0.0,0.2,1.0,0.0,0
PRV51058,No,83,75,107030,1289.5180722891566,80.0,6524.930595577889,57000,5540.0,66.74698795180723,1068.0,5,0.060240963855421686,2.3012048192771086,0.5060240963855421,17.0,3.3012048192771086,0.060240963855421686,1.6144578313253013,73.92771084337349,11.836058107542602,4.518072289156627,7586.385542168675,1292.0240963855422,31,70,4,1.1066666666666667,1427.0666666666666,1289.5180722891566,0.051761188451835936,0.37349397590361444,0.8433734939759037,0.04819277108433735,0
PRV51059,Yes,96,82,421060,4386.041666666667,200.0,10846.377176314549,57000,26940.0,280.625,1068.0,25,0.2604166666666667,3.4791666666666665,2.0520833333333335,36.0,4.083333333333333,0.25,1.5833333333333333,74.5625,12.688007184573525,4.208333333333333,14170.9375,1266.5833333333333,30,88,15,1.170731707317073,5134.878048780488,4386.041666666667,0.0639813803258443,0.3125,0.9166666666666666,0.15625,1
PRV51060,No,42,42,43710,1040.7142857142858,100.0,2605.1781389932826,14000,5340.0,127.14285714285714,1068.0,5,0.11904761904761904,3.3095238095238093,0.6904761904761905,10.0,3.4047619047619047,0.0,1.4047619047619047,71.92857142857143,12.252213054737334,4.523809523809524,5247.857142857143,1147.7142857142858,28,42,0,1.0,1040.7142857142858,1040.7142857142858,0.12216884008236102,0.6666666666666666,1.0,0.0,0
PRV51061,No,145,67,54940,378.8965517241379,100.0,846.891470517474,6700,1328.0,9.158620689655173,1068.0,1,0.006896551724137931,3.393103448275862,0.06206896551724138,9.0,2.5517241379310347,0.013793103448275862,1.6413793103448275,77.42758620689655,10.477982754584207,4.062068965517241,7363.379310344828,1367.0206896551724,6,135,1,2.1641791044776117,820.0,378.8965517241379,0.024171823807790316,0.041379310344827586,0.9310344827586207,0.006896551724137931,0
PRV51062,No,397,166,153380,386.3476070528967,80.0,1582.0120515942542,25000,3944.0,9.934508816120907,1068.0,3,0.007556675062972292,2.596977329974811,0.04030226700251889,7.0,2.7455919395465993,0.012594458438287154,1.5415617128463477,73.25944584382871,13.901736418509438,4.738035264483627,9692.040302267003,1378.0654911838792,6,322,3,2.391566265060241,923.9759036144578,386.3476070528967,0.025713913156865303,0.015113350125944584,0.8110831234256927,0.007556675062972292,0
PRV51063,No,149,115,51110,343.02013422818794,80.0,649.1935794860635,3300,160.0,1.0738255033557047,70.0,0,0.0,2.610738255033557,0.0,0.0,2.51006711409396,0.0,1.167785234899329,69.93288590604027,15.038538074762581,4.469798657718121,7219.395973154363,1025.0939597315437,3,141,0,1.2956521739130435,444.4347826086956,343.02013422818794,0.003130502837018196,0.020134228187919462,0.9463087248322147,0.0,0
PRV51064,Yes,303,227,360320,1189.1749174917493,90.0,3480.8675241896503,37000,38948.0,128.54125412541254,1068.0,36,0.1188118811881188,2.9504950495049505,0.7491749174917491,30.0,3.3795379537953796,0.0858085808580858,1.5973597359735974,73.41584158415841,13.60215262964843,4.702970297029703,7555.874587458746,1309.0825082508252,111,253,15,1.3348017621145374,1587.3127753303966,1189.1749174917493,0.10809280639431616,0.36633663366336633,0.834983498349835,0.04950495049504951,1
PRV51065,No,28,26,76570,2734.6428571428573,200.0,3990.181915599428,11000,9722.0,347.2142857142857,1068.0,10,0.35714285714285715,3.9285714285714284,2.357142857142857,18.0,4.964285714285714,0.32142857142857145,1.6071428571428572,75.78571428571429,10.166601613114794,4.571428571428571,7407.5,1300.5714285714287,9,27,8,1.0769230769230769,2945.0,2734.6428571428573,0.12696878673109574,0.32142857142857145,0.9642857142857143,0.2857142857142857,0
PRV51066,No,24,21,24790,1032.9166666666667,80.0,3108.2911272730003,15000,2236.0,93.16666666666667,1068.0,2,0.08333333333333333,2.0833333333333335,0.25,4.0,3.2083333333333335,0.08333333333333333,1.7083333333333333,69.04166666666667,13.079952023135872,3.875,6150.0,1005.5,7,23,2,1.1428571428571428,1180.4761904761904,1032.9166666666667,0.09019766034691408,0.2916666666666667,0.9583333333333334,0.08333333333333333,0
PRV51067,Yes,58,49,334520,5767.586206896552,85.0,15030.416215635712,83000,13096.0,225.79310344827587,1068.0,12,0.20689655172413793,3.310344827586207,1.5689655172413792,24.0,3.9482758620689653,0.22413793103448276,1.6206896551724137,68.48275862068965,16.087743377905596,4.5,14018.620689655172,1078.448275862069,21,54,8,1.183673469387755,6826.938775510204,5767.586206896552,0.03914863087408824,0.3620689655172414,0.9310344827586207,0.13793103448275862,1
PRV51068,No,261,214,143260,548.8888888888889,80.0,1833.7386964443995,19000,8984.0,34.42145593869732,1068.0,9,0.034482758620689655,2.375478927203065,0.13793103448275862,7.0,2.89272030651341,0.011494252873563218,1.5862068965517242,71.25670498084291,14.054263077072092,4.287356321839081,4730.3448275862065,982.9348659003831,79,223,3,1.219626168224299,669.4392523364486,548.8888888888889,0.0627111545441854,0.30268199233716475,0.8544061302681992,0.011494252873563218,0
PRV51070,No,99,69,125410,1266.7676767676767,100.0,3525.2155320655183,22000,10980.0,110.9090909090909,1068.0,10,0.10101010101010101,2.909090909090909,0.5151515151515151,16.0,3.01010101010101,0.06060606060606061,1.5454545454545454,70.54545454545455,14.211430242455476,3.9696969696969697,8476.363636363636,1319.919191919192,46,91,4,1.434782608695652,1817.536231884058,1266.7676767676767,0.08755282672833108,0.46464646464646464,0.9191919191919192,0.04040404040404041,0
PRV51071,No,24,24,8550,356.25,85.0,728.3919901429091,3200,50.0,2.0833333333333335,30.0,0,0.0,3.0833333333333335,0.0,0.0,2.625,0.0,1.4166666666666667,69.04166666666667,13.77293870529126,4.875,6475.0,707.8333333333334,11,20,0,1.0,356.25,356.25,0.005847953216374269,0.4583333333333333,0.8333333333333334,0.0,0
PRV51072,No,212,160,119170,562.122641509434,70.0,1647.668962074742,14000,12178.0,57.443396226415096,1068.0,12,0.05660377358490566,2.5377358490566038,0.2971698113207547,14.0,3.150943396226415,0.02830188679245283,1.5424528301886793,72.75471698113208,11.479477935150035,4.433962264150943,6277.547169811321,1234.254716981132,47,185,6,1.325,744.8125,562.122641509434,0.10219014852731392,0.22169811320754718,0.8726415094339622,0.02830188679245283,0
PRV51074,No,39,39,41170,1055.6410256410256,100.0,2662.095331117354,15000,5420.0,138.97435897435898,1068.0,5,0.1282051282051282,2.8974358974358974,0.46153846153846156,5.0,3.6923076923076925,0.02564102564102564,1.6153846153846154,73.58974358974359,14.952060144478505,4.615384615384615,7320.51282051282,1113.7948717948718,14,37,1,1.0,1055.6410256410256,1055.6410256410256,0.13164925916929804,0.358974358974359,0.9487179487179487,0.02564102564102564,0
PRV51075,No,17,13,8550,502.94117647058823,100.0,765.4881180159032,3000,70.0,4.117647058823529,70.0,0,0.0,2.176470588235294,0.0,0.0,2.3529411764705883,0.0,1.7058823529411764,77.29411764705883,15.214157493443208,4.470588235294118,5358.823529411765,950.2352941176471,4,17,0,1.3076923076923077,657.6923076923077,502.94117647058823,0.008187134502923977,0.23529411764705882,1.0,0.0,0
PRV51076,No,29,27,10230,352.7586206896552,50.0,853.5467873682151,3300,50.0,1.7241379310344827,50.0,0,0.0,2.1724137931034484,0.0,0.0,2.5172413793103448,0.0,1.5172413793103448,76.10344827586206,13.735628405163304,4.758620689655173,6857.586206896552,1099.3793103448277,8,28,0,1.0740740740740742,378.8888888888889,352.7586206896552,0.004887585532746823,0.27586206896551724,0.9655172413793104,0.0,0
PRV51077,Yes,33,30,204350,6192.424242424242,2600.0,11146.270685273794,56000,16220.0,491.5151515151515,1068.0,16,0.48484848484848486,5.181818181818182,3.3636363636363638,20.0,5.0606060606060606,0.24242424242424243,1.4545454545454546,70.84848484848484,15.203044950192568,5.696969696969697,11634.848484848484,1816.8484848484848,11,31,6,1.1,6811.666666666667,6192.424242424242,0.07937362368485441,0.3333333333333333,0.9393939393939394,0.18181818181818182,1
PRV51078,No,23,23,78270,3403.0434782608695,300.0,5039.1065539101355,16000,8644.0,375.82608695652175,1068.0,9,0.391304347826087,3.652173913043478,3.0,22.0,4.913043478260869,0.34782608695652173,1.608695652173913,71.26086956521739,10.401998895773252,4.217391304347826,5860.0,1020.9565217391304,13,22,6,1.0,3403.0434782608695,3403.0434782608695,0.11043822665133513,0.5652173913043478,0.9565217391304348,0.2608695652173913,0
PRV51081,No,200,131,124080,620.4,80.0,3552.83973617651,48000,7168.0,35.84,1068.0,6,0.03,2.62,0.21,11.0,3.04,0.045,1.195,72.74,14.996562420171854,4.615,7339.95,1189.01,3,176,5,1.5267175572519085,947.175572519084,620.4,0.05776918117343649,0.015,0.88,0.025,0
PRV51082,No,34,31,5470,160.88235294117646,80.0,237.41496272903532,1000,70.0,2.0588235294117645,70.0,0,0.0,2.176470588235294,0.0,0.0,2.588235294117647,0.0,1.5,73.08823529411765,8.31707862121333,3.8529411764705883,12037.941176470587,977.9705882352941,9,30,0,1.096774193548387,176.4516129032258,160.88235294117646,0.012797074954296161,0.2647058823529412,0.8823529411764706,0.0,0
